COCO_val2014_000000217153#0	一个男人和一个女人穿着军装玩手机。
COCO_train2014_000000137748#0	夜晚的街道上三三两两的有一些行人和汽车
COCO_train2014_000000115132#0	一张小桌子上摆放着苹果茶杯小刀等物品
COCO_train2014_000000140898#0	一辆车的侧视镜上映出了街景
COCO_val2014_000000481422#0	一个光着身子的男人坐在一把红色的太阳伞下
COCO_train2014_000000056435#0	一个穿着粉红色衣服的女人正在使用笔记本电脑
COCO_val2014_000000361382#0	一个穿着黑色衣服的男人靠在一辆摩托车上摆拍
COCO_train2014_000000151499#0	一辆白色的公共汽车在街道上行驶
COCO_val2014_000000421316#0	干净整洁的卫生间里面有镜子、马桶、洗手台等家具
COCO_train2014_000000234297#0	大人和孩子们一起在平地上玩飞盘
COCO_train2014_000000154111#0	一只斑马一边吃着草一边从公路上走过
COCO_train2014_000000034478#0	一个戴着墨镜的女人在摆满食物的桌子对面微笑
COCO_val2014_000000168837#0	白色的床上有一只红色的玫瑰花
COCO_train2014_000000231393#0	切开的馅饼旁边有一片柠檬
COCO_train2014_000000381684#0	栅栏两边的狗和奶牛相会对视
COCO_train2014_000000403953#0	厨房里有各种厨具电器和人
COCO_val2014_000000369442#0	一群人站在一群样的旁边聊天
COCO_val2014_000000468784#0	婚礼上的新郎抓着新娘的手一起切蛋糕
COCO_train2014_000000259265#0	车流正在经过一个十字路口
COCO_val2014_000000074059#0	一座带有钟表和十字架的教堂建筑
COCO_train2014_000000022987#0	一个女孩在自己的脸上绘画涂鸦
COCO_train2014_000000159250#0	三只斑马正在横穿有车辆的马路
COCO_val2014_000000348669#0	一只棕熊把草地挖了一个坑
COCO_val2014_000000231093#0	浴室里有镜子柜子和窗户马桶洗手池
COCO_val2014_000000374241#0	标识牌附近下雪的街道上有行人和车辆经过
COCO_val2014_000000030447#0	桌子上放着一些鸡肉羹和苹果
COCO_train2014_000000469918#0	一只黑色的猫正卧在笔记本电脑上
COCO_train2014_000000117897#0	四只斑马正在干旱的草地上吃草
COCO_val2014_000000179251#0	一个男人正在给照镜子刷牙的两个孩子照相
COCO_train2014_000000504654#0	一个男人正在给卧在河里的奶牛泼水
COCO_train2014_000000133990#0	卧室里放着一张高低床和一把椅子
COCO_train2014_000000097057#0	一个女人手里拿着一个西兰花
COCO_val2014_000000279154#0	绿色的草地上有一个红色的消防栓
COCO_train2014_000000446764#0	一只野生动物站在岩石后面
COCO_train2014_000000351217#0	一个人手里拿着网球和黄色的网球拍
COCO_val2014_000000225786#0	一个人站在海滩上看降落伞
COCO_train2014_000000330951#0	洗手间里有一个白色的洗手池
COCO_train2014_000000049120#0	一个人正在网球场上跳起来击球
COCO_train2014_000000278204#0	一个穿着粉色衣服的女孩靠在床上
COCO_train2014_000000116223#0	桌子上放着一些烤好的面包和香蕉
COCO_train2014_000000336107#0	一辆老式的卡车停在一驾飞机旁边
COCO_train2014_000000518933#0	四只斑马在野外的河边喝水
COCO_train2014_000000459184#0	一个男人坐在玻璃窗边在电话
COCO_val2014_000000218960#0	森林的草地上站着一只棕色的熊
COCO_train2014_000000090675#0	两个小孩正在草坪上放风筝
COCO_val2014_000000462931#0	棒球运动员正在棒球场上奔跑
COCO_train2014_000000381280#0	有一只白色的海鸥站在海滩上
COCO_train2014_000000385701#0	一个女孩在网球场上打网球
COCO_val2014_000000380348#0	餐厅里放着两张餐桌和很多椅子
COCO_val2014_000000203389#0	一群人骑着摩托车在湖边观光
COCO_train2014_000000286632#0	一个戴着头盔的人骑着一辆黑色摩托车在街道上行驶
COCO_val2014_000000517570#0	一个人在海滩上正在给一艘船刷油漆
COCO_train2014_000000449866#0	一群人在网球场上练习打网球
COCO_val2014_000000447549#0	森林里有一群长颈鹿在草地上散步
COCO_train2014_000000189882#0	夜晚的街道上有一俩汽车正在行驶
COCO_val2014_000000437947#0	一个摆放着红木橱柜和各种厨具的厨房。
COCO_train2014_000000249200#0	一排船整齐的停靠在湖岸边。
COCO_train2014_000000120088#0	两只大象带着两只小象走在树林里的土路上。
COCO_train2014_000000255558#0	一个戴着头盔和护膝的小女孩正蹲着玩滑板。
COCO_train2014_000000559935#0	一个机场行李车上放着好几个黑色的行李箱。
COCO_val2014_000000097048#0	在网球比赛中，一个穿着白色衣服的棒球运动员正站在红土场上准备击球。
COCO_val2014_000000559483#0	一群滑雪者在雪山上竖立起许多路牌。
COCO_train2014_000000224833#0	一只黑白相间的小猫趴在地板上，旁边摆放着一排鞋子。
COCO_train2014_000000540872#0	一个杂乱的客厅里摆放着沙发、书柜等各种各样的家居。
COCO_train2014_000000075811#0	一个安装着玻璃门的浴室里有一个米黄色的柜子和一个白色抽水马桶。
COCO_train2014_000000226897#0	一个装饰着艺术图案的白色窗帘挂在窗户上。
COCO_train2014_000000333415#0	一只大象在树林里用鼻子取树叶吃。
COCO_train2014_000000548013#0	一列黄色车身灰色车顶的火车停在铁轨上。
COCO_train2014_000000311629#0	一架橘黄色的飞机在天空中飞过。
COCO_train2014_000000566499#0	一个拿着网球拍的女人在网球场上打网球。
COCO_train2014_000000200494#0	几个儿童坐在一辆白色皮卡的后面。
COCO_train2014_000000227946#0	一个老人带着几个小孩和一只黑狗在草地上野餐。
COCO_train2014_000000006753#0	一个水果市场里面陈列着芒果、香蕉等各种各样的水果。
COCO_val2014_000000579362#0	一个男人靠在沙滩上的长椅上看着远方的海。
COCO_train2014_000000146711#0	一块砧板上放着一把刀和一些切好的胡萝卜和黄瓜等蔬菜。
COCO_train2014_000000460115#0	一个室内网球场上有几个人正在打网球比赛。
COCO_train2014_000000070411#0	一只黑猫躺在一个放在床上的打开的行李箱盖子上。
COCO_val2014_000000134178#0	一群人坐在街边的一排长椅上休息的黑白照片。
COCO_val2014_000000283561#0	一个旅馆房间里面摆放着两张大床和一台电视机。
COCO_train2014_000000261272#0	一架飞机正在行驶在机场跑道上。
COCO_train2014_000000226505#0	一个繁忙的城市街道上行驶着许多摩托车和公共汽车。
COCO_val2014_000000468612#0	一个穿着黄色短袖和黑色短裤的男人拿着球拍站在草地上。
COCO_val2014_000000196248#0	一只棕色的野山羊站在落满白雪的山坡上吃草。
COCO_val2014_000000145025#0	一个穿着黑色衣服的男人坐在海边，后面停着一辆自行车。
COCO_train2014_000000137779#0	一个亮着灯塔的钟楼竖立在夜晚的街道边。
COCO_train2014_000000047151#0	夜晚的街道上两侧亮着路灯
COCO_train2014_000000000419#0	网球场上一个红色衣服的男人和一个黑色衣服 的人 在打网球
COCO_val2014_000000178753#0	带着牙套的女人手里拿着手机靠在红色座椅上正在微笑
COCO_val2014_000000238039#0	一个人牵着绵羊走在土路上
COCO_train2014_000000151587#0	一个繁忙的城市街道正在施工
COCO_train2014_000000350984#0	一个抱着 玩具熊和 玩具猫的 女孩坐在白色 的沙发上
COCO_val2014_000000394535#0	两个拿着 东西 的 人正在上公交车
COCO_train2014_000000200416#0	一群孩子 正在  看一个人玩滑板
COCO_train2014_000000315691#0	三个人坐在或躺在滑雪场的学习上拍照
COCO_val2014_000000006153#0	轨道上有一列黄色的火车行驶
COCO_train2014_000000466455#0	一个蓝白相间的盘子上放着一块披萨
COCO_train2014_000000468484#0	冬天一个穿白色衣服的女孩在房子前滑雪
COCO_train2014_000000318108#0	一片树林里有一顶蓝色的帐篷，旁边停有山地自行车
COCO_train2014_000000236712#0	草地上一个戴着帽子的女人骑着一匹马
COCO_train2014_000000205078#0	一辆红色的双层巴士在路上行驶
COCO_val2014_000000230432#0	一个穿着黑色冲浪服的人在汹涌的波浪上冲浪
COCO_val2014_000000562150#0	一个穿着黄色衣服的女孩抱着一只小猫
COCO_val2014_000000185622#0	机场上一架飞机在跑道上扬起机头准备起飞
COCO_train2014_000000335802#0	一个女人在网球场上挥着网球拍
COCO_val2014_000000067180#0	一个 带着灰色帽子的女孩坐在墙边的木椅上
COCO_val2014_000000522446#0	酒吧里，一群人在吧台上举着酒杯合照
COCO_train2014_000000333842#0	办公桌上摆放着两台 显示器和几个毛绒玩具
COCO_train2014_000000334180#0	沙滩上，一个戴着黑色帽子的老人举着一个风筝
COCO_val2014_000000227265#0	滑雪运动员在大雪中 拿个滑雪板
COCO_train2014_000000186544#0	一个男人在网球场上 打网球
COCO_train2014_000000141496#0	室内，一个镜子旁边有一幅画，镜子里映照着一个洗手台
COCO_val2014_000000425100#0	草地上一个穿着红白相间衣服的男人正在玩飞盘
COCO_train2014_000000372022#0	广阔而茂盛的草原上有一只斑马正在甩尾巴
COCO_val2014_000000554981#0	动物园里一只斑马正在吃地上的东西
COCO_val2014_000000288599#0	公园里一个人正踩着滑板跳下一个斜坡
COCO_val2014_000000328397#0	滑雪场上，一个踩着单板的人跌倒了
COCO_train2014_000000084607#0	打开的外卖盒子里有披萨饼，鸡块和鸡翅
COCO_train2014_000000402143#0	一个男人和一只猫在长椅上睡着了的黑白照片
COCO_train2014_000000407974#0	海滩上，一群小孩和两个男人正在玩球
COCO_train2014_000000537248#0	客厅里一只猫正趴在沙发上看电视
COCO_train2014_000000408012#0	4匹马在山坡下的雪地边行走
COCO_train2014_000000558924#0	干涸的河滩上有一只牛和几艘小船
COCO_val2014_000000090040#0	河边有一个塔型的石雕，河里有许多小木船
COCO_val2014_000000349321#0	屋子里有一把椅子和一个风扇还有壁炉
COCO_val2014_000000196594#0	有三个时钟显示着时间数字
COCO_train2014_000000435931#0	一个穿西服打着红色领带的男人的肖像
COCO_train2014_000000297509#0	一个人站在厨房里的柜台旁边
COCO_train2014_000000496506#0	蓝色天空下一群人在草地上放风筝
COCO_val2014_000000395849#0	蓝天下的一架飞机停在停机坪上
COCO_train2014_000000347640#0	一个金色头发的小孩手里拿着一块披萨饼
COCO_train2014_000000476481#0	窗台上卧着一只灰白色的猫
COCO_val2014_000000467092#0	灰色的天空下铁塔下有一辆红白相间的汽车
COCO_train2014_000000086668#0	一群身着衬衣的男性在餐桌上吃饭
COCO_train2014_000000536609#0	一位女性抱着一个小女孩站在街道上
COCO_val2014_000000052016#0	一位穿着牛仔上衣的女性手里拿着一块蛋糕
COCO_train2014_000000455370#0	泥泞的街道上带着白色帽子的人赶着牛车
COCO_val2014_000000440871#0	蓝色天空下一个人在雪山上滑雪
COCO_train2014_000000296945#0	一个人拿着一些纸质文档坐在电脑前
COCO_train2014_000000371648#0	一个男人拿着网球拍在网球场上打网球
COCO_train2014_000000345114#0	一个放着许多衣服的行李箱旁边的镜子里有女人和床
COCO_val2014_000000115912#0	海滩上有一个男人在冲浪和一只狗在跑
COCO_train2014_000000340763#0	道路上停着一辆白色的摩托车
COCO_train2014_000000479357#0	厕所里有一个白色的写着字的马桶
COCO_train2014_000000089602#0	草地上有一个人正在放风筝
COCO_train2014_000000375857#0	一个穿着黑色衣服的女性正在往高脚杯里注酒
COCO_train2014_000000198205#0	草地上有一头奶牛和几个草垛
COCO_train2014_000000488584#0	一间整洁的卧室里有一张床
COCO_train2014_000000118683#0	土坡下有一只长颈鹿和一棵树
COCO_train2014_000000053147#0	一辆黄色的汽车行驶在街道上车后有一个人打着彩虹色的雨伞
COCO_train2014_000000567949#0	一个人在大海上冲浪   
COCO_val2014_000000015599#0	一群大象在丛林边草地上的河里喝水
COCO_train2014_000000228426#0	白色的盘子里放着面包片和奶油等食物
COCO_val2014_000000151516#0	一个棕色的鸟在海面上翱翔
COCO_train2014_000000400571#0	桌子上放着一个装满食物的盘子和盛了就的高脚杯以及一瓶酒
COCO_val2014_000000272870#0	一个带阳台的房间有一个床一个桌子和壁炉
COCO_val2014_000000083059#0	一个房间中放着许多红色的沙发和椅子
COCO_train2014_000000381837#0	办公室的桌子上有两个电脑和键盘鼠标
COCO_train2014_000000276208#0	明亮的房间里，一只白色的猫趴在一个沙发上
COCO_train2014_000000091868#0	一个网球运动员在红土网球场上打网球
COCO_train2014_000000041737#0	一个卫生间中有一面镜子和一个洗手池
COCO_val2014_000000233362#0	一个三桅帆船在河流中航行
COCO_train2014_000000420523#0	一个笔记本电脑上放着一根香蕉和一个草莓
COCO_val2014_000000523195#0	狭窄的街道上有一辆红色的双层巴士
COCO_val2014_000000034657#0	房间里三个男人坐在沙发上看电视
COCO_train2014_000000200201#0	在一个展览厅中有许多人在参观
COCO_val2014_000000399830#0	一个放有时钟相框以及小夜灯的桌子
COCO_val2014_000000488377#0	一个赤裸上身的男人在海浪上冲浪，冲浪板高高翘起
COCO_train2014_000000152578#0	聚会上，一个男人和四个小孩围着一块生日蛋糕
COCO_val2014_000000122535#0	一个绿色的火车正在铁轨上行驶
COCO_train2014_000000296602#0	在一片茂密的草地上有两匹马在吃草
COCO_val2014_000000128528#0	在雪地上有一条背着东西的狗在跑
COCO_val2014_000000173530#0	一辆蓝色的汽车停在农场中马的旁边
COCO_train2014_000000446271#0	草地上一群人围在一起吃披萨野餐
COCO_train2014_000000032329#0	婚礼上新娘和新郎正在一起切蛋糕
COCO_train2014_000000403981#0	一个穿蓝衣服的摊贩正在卖香蕉
COCO_train2014_000000248355#0	晚上一位女士提着袋子在车站等车
COCO_val2014_000000379070#0	街道上停着一辆蓝色的小轿车
COCO_val2014_000000549668#0	有一个洗手池和浴缸的干净整洁的浴室
COCO_train2014_000000132114#0	一个戴着头盔穿着护具的小男孩趴在滑板上
COCO_val2014_000000282591#0	一只黄色毛色的猫趴在地上
COCO_val2014_000000381832#0	蓝天下有一个交通灯和电线杆
